4.663	30	0
6.528	30	0
8.394	30	0
10.26	30	0
12.12	30	0
13.99	30	0
15.85	30	0
17.72	30	0
19.59	30	0
21.45	30	0
23.32	30	0
25.18	30	0
27.05	30	0
28.91	30	1.037e-014
30.78	30	0.02387
32.64	30	0.005144
34.51	30	0.0165
36.37	30	0.0133
38.24	30	0
4.663	31.88	0
6.528	31.88	0
8.394	31.88	0
10.26	31.88	0
12.12	31.88	0
13.99	31.88	0
15.85	31.88	0
17.72	31.88	0
19.59	31.88	0
21.45	31.88	0
23.32	31.88	0
25.18	31.88	0
27.05	31.88	0.03457
28.91	31.88	0.007379
30.78	31.88	0.008707
32.64	31.88	0.00433
34.51	31.88	0.003745
36.37	31.88	0.04846
38.24	31.88	0
4.663	33.75	0
6.528	33.75	0
8.394	33.75	0
10.26	33.75	0
12.12	33.75	0
13.99	33.75	0
15.85	33.75	0
17.72	33.75	0
19.59	33.75	0
21.45	33.75	0
23.32	33.75	0
25.18	33.75	8.771e-006
27.05	33.75	0.008382
28.91	33.75	0.02327
30.78	33.75	0.005426
32.64	33.75	0.007027
34.51	33.75	0.01455
36.37	33.75	0.006361
38.24	33.75	0
4.663	35.63	0
6.528	35.63	0
8.394	35.63	0
10.26	35.63	0
12.12	35.63	0
13.99	35.63	0
15.85	35.63	0
17.72	35.63	0
19.59	35.63	0
21.45	35.63	0
23.32	35.63	0.04245
25.18	35.63	0.007876
27.05	35.63	0.02162
28.91	35.63	0.01439
30.78	35.63	0.0005499
32.64	35.63	0.008552
34.51	35.63	0.04769
36.37	35.63	0.01896
38.24	35.63	0
4.663	37.5	0
6.528	37.5	0
8.394	37.5	0
10.26	37.5	0
12.12	37.5	0
13.99	37.5	0
15.85	37.5	0
17.72	37.5	0
19.59	37.5	0.07053
21.45	37.5	0.09317
23.32	37.5	0.01285
25.18	37.5	0.009281
27.05	37.5	0.008245
28.91	37.5	0.0207
30.78	37.5	0.004206
32.64	37.5	0.003028
34.51	37.5	0.005202
36.37	37.5	0.01648
38.24	37.5	0
4.663	39.38	0
6.528	39.38	0
8.394	39.38	0
10.26	39.38	0
12.12	39.38	0
13.99	39.38	0
15.85	39.38	0
17.72	39.38	0.04006
19.59	39.38	0.1158
21.45	39.38	0.09875
23.32	39.38	0.02005
25.18	39.38	0.003747
27.05	39.38	0.01668
28.91	39.38	0.004872
30.78	39.38	0.01617
32.64	39.38	0.02446
34.51	39.38	0.01685
36.37	39.38	0.02503
38.24	39.38	0
4.663	41.25	0
6.528	41.25	0
8.394	41.25	0
10.26	41.25	0
12.12	41.25	0
13.99	41.25	0
15.85	41.25	0.002403
17.72	41.25	0.3268
19.59	41.25	0.007054
21.45	41.25	0.04133
23.32	41.25	0.01924
25.18	41.25	0.00356
27.05	41.25	0.007824
28.91	41.25	0.01891
30.78	41.25	0.004709
32.64	41.25	0.004917
34.51	41.25	0.02883
36.37	41.25	0.002403
38.24	41.25	0
4.663	43.13	0
6.528	43.13	0
8.394	43.13	0
10.26	43.13	0
12.12	43.13	0.006046
13.99	43.13	0.01152
15.85	43.13	6.612e-006
17.72	43.13	0.01508
19.59	43.13	0.003501
21.45	43.13	0.02729
23.32	43.13	0.03603
25.18	43.13	0.004127
27.05	43.13	0.02471
28.91	43.13	0.01656
30.78	43.13	0.009817
32.64	43.13	0.06199
34.51	43.13	0
36.37	43.13	0.09612
38.24	43.13	0
4.663	45	0
6.528	45	0
8.394	45	0
10.26	45	0.0314
12.12	45	0.04964
13.99	45	0.04921
15.85	45	0.008022
17.72	45	0.03218
19.59	45	0.02582
21.45	45	0.0158
23.32	45	0.04404
25.18	45	0.03769
27.05	45	0.1429
28.91	45	0.08762
30.78	45	0.07694
32.64	45	0.01826
34.51	45	0
36.37	45	0.04405
38.24	45	0
4.663	46.88	0
6.528	46.88	0
8.394	46.88	0.07178
10.26	46.88	0.01665
12.12	46.88	0.0336
13.99	46.88	0.02498
15.85	46.88	0.01083
17.72	46.88	0.03255
19.59	46.88	0.03451
21.45	46.88	0.04309
23.32	46.88	0.06956
25.18	46.88	0.11
27.05	46.88	0.1229
28.91	46.88	0.07331
30.78	46.88	0.01116
32.64	46.88	0.07627
34.51	46.88	0.01535
36.37	46.88	0.1304
38.24	46.88	0
4.663	48.75	0.02146
6.528	48.75	0.05751
8.394	48.75	0.02181
10.26	48.75	0.02123
12.12	48.75	0.06083
13.99	48.75	0.006774
15.85	48.75	0.05515
17.72	48.75	0.02107
19.59	48.75	0.03862
21.45	48.75	0.04462
23.32	48.75	0.07013
25.18	48.75	0.07237
27.05	48.75	0.164
28.91	48.75	0.08707
30.78	48.75	0.04015
32.64	48.75	0.006615
34.51	48.75	7.194e-015
36.37	48.75	0.135
38.24	48.75	0
4.663	50.63	0.02744
6.528	50.63	0.03786
8.394	50.63	0.02883
10.26	50.63	0.01157
12.12	50.63	0.05427
13.99	50.63	0.0114
15.85	50.63	0.06644
17.72	50.63	0.0301
19.59	50.63	0.05501
21.45	50.63	0.01109
23.32	50.63	0.1204
25.18	50.63	0.1043
27.05	50.63	0.09967
28.91	50.63	0.07238
30.78	50.63	0.003706
32.64	50.63	0.006039
34.51	50.63	0.0733
36.37	50.63	0.1456
38.24	50.63	0
4.663	52.5	0.03934
6.528	52.5	0.04784
8.394	52.5	0.02423
10.26	52.5	0.07582
12.12	52.5	0.07245
13.99	52.5	0.01192
15.85	52.5	0.02987
17.72	52.5	0.02286
19.59	52.5	0.06109
21.45	52.5	0.009723
23.32	52.5	0.05509
25.18	52.5	0.05932
27.05	52.5	0.04415
28.91	52.5	0.01178
30.78	52.5	0.006161
32.64	52.5	0.007475
34.51	52.5	0.02086
36.37	52.5	0.1085
38.24	52.5	0
4.663	54.38	0.0179
6.528	54.38	0.02347
8.394	54.38	0.007185
10.26	54.38	0.03611
12.12	54.38	0.05255
13.99	54.38	0.0115
15.85	54.38	0.03187
17.72	54.38	0.02622
19.59	54.38	3.621e-005
21.45	54.38	0.05205
23.32	54.38	0.02322
25.18	54.38	0.1186
27.05	54.38	0.06584
28.91	54.38	0.01452
30.78	54.38	0.01112
32.64	54.38	0.01283
34.51	54.38	0.003065
36.37	54.38	0.0417
38.24	54.38	0
4.663	56.25	0.0423
6.528	56.25	0.02766
8.394	56.25	0.006678
10.26	56.25	0.05085
12.12	56.25	0.0286
13.99	56.25	0.05086
15.85	56.25	0.02169
17.72	56.25	0.007659
19.59	56.25	0.01513
21.45	56.25	0.02538
23.32	56.25	0.01849
25.18	56.25	0.05746
27.05	56.25	0.1502
28.91	56.25	0.002403
30.78	56.25	0.0198
32.64	56.25	1.246e-006
34.51	56.25	0.002403
36.37	56.25	0.008542
38.24	56.25	0
4.663	58.13	0.01987
6.528	58.13	0.04643
8.394	58.13	0.0323
10.26	58.13	0.04548
12.12	58.13	0.03289
13.99	58.13	0.03439
15.85	58.13	0.02691
17.72	58.13	1.68e-005
19.59	58.13	0.01083
21.45	58.13	0.0406
23.32	58.13	0.05672
25.18	58.13	0.04862
27.05	58.13	0.1495
28.91	58.13	0.007027
30.78	58.13	0.0111
32.64	58.13	1.638e-013
34.51	58.13	3.14e-015
36.37	58.13	0.01582
38.24	58.13	0
4.663	60	0.02813
6.528	60	0.0286
8.394	60	0.008627
10.26	60	0.07323
12.12	60	0.02471
13.99	60	0.02479
15.85	60	0.008064
17.72	60	0.01242
19.59	60	0.01465
21.45	60	0.05453
23.32	60	0.01864
25.18	60	0.0902
27.05	60	0.1345
28.91	60	0.01774
30.78	60	3.918e-014
32.64	60	2.398e-007
34.51	60	7.041e-015
36.37	60	0.008692
38.24	60	0
4.663	61.88	0.01788
6.528	61.88	0.01014
8.394	61.88	0.00635
10.26	61.88	0.02641
12.12	61.88	0.2264
13.99	61.88	0.03782
15.85	61.88	0.01217
17.72	61.88	0.1045
19.59	61.88	0.07113
21.45	61.88	0.01351
23.32	61.88	0.03394
25.18	61.88	0.04725
27.05	61.88	0.01694
28.91	61.88	0.01845
30.78	61.88	0.07588
32.64	61.88	0.00961
34.51	61.88	0.007208
36.37	61.88	0.007601
38.24	61.88	0
4.663	63.75	0.05992
6.528	63.75	0.0629
8.394	63.75	0.06604
10.26	63.75	0.04224
12.12	63.75	0.04783
13.99	63.75	0.01071
15.85	63.75	0.06225
17.72	63.75	0.01446
19.59	63.75	0.03671
21.45	63.75	0.01701
23.32	63.75	0.02104
25.18	63.75	0.02854
27.05	63.75	0.01407
28.91	63.75	0.004522
30.78	63.75	0.00961
32.64	63.75	0.00852
34.51	63.75	0.01916
36.37	63.75	0.005269
38.24	63.75	0
4.663	65.63	0.05249
6.528	65.63	0.06624
8.394	65.63	0.04241
10.26	65.63	0.06683
12.12	65.63	0.05017
13.99	65.63	0.02885
15.85	65.63	0.01922
17.72	65.63	0.02128
19.59	65.63	0.01635
21.45	65.63	0.01194
23.32	65.63	0.03831
25.18	65.63	0.09397
27.05	65.63	0.05045
28.91	65.63	0.02403
30.78	65.63	0.01038
32.64	65.63	0.03364
34.51	65.63	0.006886
36.37	65.63	0.01033
38.24	65.63	0
4.663	67.5	0.1174
6.528	67.5	0.04992
8.394	67.5	0.04263
10.26	67.5	0.03265
12.12	67.5	0.01648
13.99	67.5	0.01444
15.85	67.5	0.132
17.72	67.5	0.01413
19.59	67.5	0.05598
21.45	67.5	0.0399
23.32	67.5	0.04196
25.18	67.5	0.1436
27.05	67.5	0.02681
28.91	67.5	0
30.78	67.5	0.01494
32.64	67.5	0.007208
34.51	67.5	0.004805
36.37	67.5	0.008839
38.24	67.5	0
4.663	69.38	0.007075
6.528	69.38	0.03778
8.394	69.38	0.02238
10.26	69.38	0.002655
12.12	69.38	0.0009075
13.99	69.38	0.03352
15.85	69.38	0.007137
17.72	69.38	0.01111
19.59	69.38	0.0383
21.45	69.38	0.02387
23.32	69.38	0.1388
25.18	69.38	0.04393
27.05	69.38	0.003151
28.91	69.38	0
30.78	69.38	0.02857
32.64	69.38	0.01762
34.51	69.38	0.01208
36.37	69.38	0.02099
38.24	69.38	0
4.663	71.25	0.0244
6.528	71.25	0.03779
8.394	71.25	0.03298
10.26	71.25	0.07187
12.12	71.25	0.000168
13.99	71.25	0.03157
15.85	71.25	3.306e-005
17.72	71.25	3.306e-005
19.59	71.25	0.009646
21.45	71.25	0.01154
23.32	71.25	0.02975
25.18	71.25	0.0553
27.05	71.25	0.008976
28.91	71.25	0.01471
30.78	71.25	0
32.64	71.25	0.01007
34.51	71.25	0.01118
36.37	71.25	0.01822
38.24	71.25	0
4.663	73.13	0.04749
6.528	73.13	0.04389
8.394	73.13	0.04944
10.26	73.13	0.065
12.12	73.13	0.0639
13.99	73.13	0.0787
15.85	73.13	0.05478
17.72	73.13	0.01955
19.59	73.13	0.05434
21.45	73.13	0.01013
23.32	73.13	0.02887
25.18	73.13	0.01484
27.05	73.13	0.00818
28.91	73.13	0.1101
30.78	73.13	0.01321
32.64	73.13	0.009783
34.51	73.13	0.02004
36.37	73.13	0.03226
38.24	73.13	0
4.663	75	0.03688
6.528	75	0.04237
8.394	75	0.03726
10.26	75	0.0767
12.12	75	0.0331
13.99	75	0.04551
15.85	75	0.01733
